【滚动建仓资金流 + 杠杆质量】
说明：短线异动看上一轮；长期建仓看滚动窗口，但已修正嵌套窗口重复加分。
新逻辑：2h/6h、24h/72h、15d/30d 分组取最高；同时检查持续性、钱包广度、单钱包集中度、现货-only、杠杆质量。
run_id=1521 | 北京时间=2026-08-27 13:01:20 | UTC=2026-08-27 05:17:42

NEKO 偏空 | rolling_score=-0.8 杠杆项=+0.0 | 最强窗口=30d -$566.17M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$566.17M，资金分-0.8；30d-$566.17M 质量=0.30 覆盖=75% 钱包=50 持续=29轮/17天；含断跑gap=2；现货主导100%且无合约低杠杆确认
BASED 偏多 | rolling_score=+0.4 杠杆项=+0.0 | 最强窗口=30d $403.10M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$403.10M，资金分+0.4；30d$403.10M 质量=0.14 覆盖=85% 钱包=4 持续=17轮/13天；持续性不足：17/20轮 13/10天；Top3占比98%；现货主导100%且无合约低杠杆确认
BTC 偏多 | rolling_score=+1.6 杠杆项=-0.6 | 最强窗口=30d $106.47M | 均杠杆=25.53644419125836 高风险占比=91% | 主滚动窗口取30d：$106.47M，资金分+2.0；杠杆风险：高风险91% 均25.5x；30d$106.47M 质量=0.75 覆盖=100% 钱包=68 持续=358轮/31天；含断跑gap=7；其他成熟窗口同向确认1组，确认分+0.2
ETH 偏多 | rolling_score=+1.3 杠杆项=-0.5 | 最强窗口=15d $96.10M | 均杠杆=16.322921588035616 高风险占比=85% | 主滚动窗口取15d：$96.10M，资金分+1.6；杠杆风险：高风险85% 均16.3x；15d$96.10M 质量=0.75 覆盖=100% 钱包=59 持续=193轮/16天；含断跑gap=3；其他成熟窗口同向确认1组，确认分+0.2
HYPE 偏多 | rolling_score=+2.2 杠杆项=-0.2 | 最强窗口=30d $63.87M | 均杠杆=7.57407628766434 高风险占比=58% | 主滚动窗口取30d：$63.87M，资金分+2.0；杠杆风险：高风险58% 均7.6x；30d$63.87M 质量=0.75 覆盖=100% 钱包=84 持续=391轮/31天；含断跑gap=7；其他成熟窗口同向确认2组，确认分+0.5
UANSEM 偏多 | rolling_score=+0.1 杠杆项=+0.0 | 最强窗口=30d $65.63M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$65.63M，资金分+0.4；30d$65.63M 质量=0.14 覆盖=91% 钱包=9 持续=20轮/7天；持续性不足：20/20轮 7/10天；含断跑gap=2；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分-0.2
UBONK 偏多 | rolling_score=+0.1 杠杆项=+0.0 | 最强窗口=30d $52.13M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$52.13M，资金分+0.1；30d$52.13M 质量=0.05 覆盖=100% 钱包=1 持续=173轮/31天；含断跑gap=3；参与钱包少：1/3个；Top1占比100%；现货主导100%且无合约低杠杆确认
ZEC 偏空 | rolling_score=-1.6 杠杆项=+0.3 | 最强窗口=30d -$27.50M | 均杠杆=8.635422905458855 高风险占比=76% | 主滚动窗口取30d：-$27.50M，资金分-2.0；杠杆健康：低/中杠杆24% 均8.6x；30d-$27.50M 质量=0.75 覆盖=100% 钱包=81 持续=344轮/31天；含断跑gap=7；其他成熟窗口同向确认1组，确认分-0.2；存在反向滚动窗口1组，冲突扣分+0.2
MAX 偏空 | rolling_score=-0.5 杠杆项=+0.0 | 最强窗口=30d -$25.45M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$25.45M，资金分-0.8；30d-$25.45M 质量=0.30 覆盖=94% 钱包=8 持续=51轮/24天；含断跑gap=2；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分+0.2
BRIDGE 偏多 | rolling_score=+0.2 杠杆项=+0.0 | 最强窗口=24h $19.55M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取24h：$19.55M，资金分+0.2；24h$19.55M 质量=0.14 覆盖=21% 钱包=0 持续=6轮/2天；窗口未成熟：覆盖21%/50% span=5.0h；现货主导100%且无合约低杠杆确认
PUMP 偏多 | rolling_score=+1.6 杠杆项=-0.2 | 最强窗口=15d $15.55M | 均杠杆=7.525725168298507 高风险占比=62% | 主滚动窗口取15d：$15.55M，资金分+1.6；杠杆风险：高风险62% 均7.5x；15d$15.55M 质量=0.75 覆盖=100% 钱包=24 持续=177轮/16天；含断跑gap=3；其他成熟窗口同向确认1组，确认分+0.2
